date,crop_type,growth_stage,temp_max,temp_min,humidity,wind_speed,solar_radiation,rainfall,soil_type,soil_moisture,field_area_ha,irrigation_method,water_need_mm
2023-05-09,corn,mid_season,36.5,26.0,52.5,1.5,20.8,0.0,loam,10.0,36.3,center_pivot,0.92
2023-05-10,corn,mid_season,33.7,22.7,41.5,2.2,21.9,0.0,loam,10.0,36.3,center_pivot,1.0
2023-05-11,corn,mid_season,38.3,22.3,43.8,0.3,21.2,0.0,loam,10.0,36.3,center_pivot,0.74
2023-05-12,corn,mid_season,28.2,12.7,71.7,1.0,13.6,16.5,loam,12.8,36.3,center_pivot,0.0
2023-05-13,corn,mid_season,34.3,23.4,47.7,2.3,28.2,0.0,loam,10.7,36.3,center_pivot,1.33
2023-05-14,corn,mid_season,35.9,26.7,36.3,1.7,24.6,0.0,loam,10.0,36.3,center_pivot,1.07
2023-05-15,corn,mid_season,34.3,25.6,63.1,1.2,26.6,2.7,loam,10.0,36.3,center_pivot,0.0
2023-05-16,corn,mid_season,38.3,26.6,60.0,0.5,12.6,26.0,loam,15.7,36.3,center_pivot,0.0
2023-05-17,corn,mid_season,35.9,22.9,38.1,2.9,21.8,0.4,loam,14.8,36.3,center_pivot,3.3
2023-05-18,corn,mid_season,38.8,25.7,38.3,2.8,22.6,0.0,loam,13.8,36.3,center_pivot,2.52
2023-05-19,corn,late_season,36.1,26.2,27.9,2.4,21.5,0.0,loam,12.4,36.3,center_pivot,0.64
2023-05-20,corn,late_season,37.4,26.5,34.5,0.6,24.5,0.0,loam,11.4,36.3,center_pivot,0.56
2023-05-21,corn,late_season,33.3,24.5,42.3,7.8,22.7,0.0,loam,10.2,36.3,center_pivot,0.88
2023-05-22,corn,late_season,34.1,18.1,27.0,2.7,20.1,0.0,loam,10.0,36.3,center_pivot,0.57
2023-05-23,corn,late_season,34.8,23.3,26.8,3.9,27.6,0.0,loam,10.0,36.3,center_pivot,0.84
2023-05-24,corn,late_season,35.8,23.0,51.2,4.4,29.4,0.0,loam,10.0,36.3,center_pivot,0.6
2023-05-25,corn,late_season,38.6,23.9,48.9,1.2,28.4,0.0,loam,10.0,36.3,center_pivot,0.64
2023-05-26,corn,late_season,34.4,24.0,52.8,1.6,26.7,0.0,loam,10.0,36.3,center_pivot,0.53
2023-05-27,corn,late_season,30.6,15.8,37.0,4.4,25.7,0.0,loam,10.0,36.3,center_pivot,0.6
2023-05-28,corn,late_season,35.0,19.3,40.0,1.9,26.8,0.0,loam,10.0,36.3,center_pivot,0.56
2023-05-29,corn,late_season,45.1,32.0,39.2,2.7,27.9,0.0,loam,10.0,36.3,center_pivot,0.89
2023-05-30,corn,late_season,38.0,26.9,45.7,1.6,23.3,0.0,loam,10.0,36.3,center_pivot,0.58
2023-05-31,corn,late_season,38.9,28.7,34.6,1.1,28.0,0.0,loam,10.0,36.3,center_pivot,0.6
2023-06-01,corn,late_season,37.1,25.3,35.5,1.3,25.9,0.0,loam,10.0,36.3,center_pivot,0.62
2023-06-02,corn,late_season,37.7,27.6,37.3,1.6,29.4,0.0,loam,10.0,36.3,center_pivot,0.64
2023-06-03,corn,late_season,34.9,26.9,31.2,0.8,20.8,0.0,loam,10.0,36.3,center_pivot,0.39
2023-06-04,corn,late_season,38.0,23.2,37.1,3.8,29.6,1.2,loam,10.0,36.3,center_pivot,0.0
2023-06-05,corn,late_season,36.2,25.3,62.0,4.0,21.7,0.0,loam,10.0,36.3,center_pivot,0.61
2023-06-06,corn,late_season,31.8,23.8,41.9,0.9,23.3,0.0,loam,10.0,36.3,center_pivot,0.46
2023-06-07,corn,late_season,32.7,20.3,32.2,2.9,27.1,0.0,loam,10.0,36.3,center_pivot,0.62
2023-06-08,corn,late_season,36.1,25.9,46.6,2.5,27.5,0.0,loam,10.0,36.3,center_pivot,0.62
2023-06-09,corn,late_season,34.0,22.1,41.4,1.3,29.8,0.0,loam,10.0,36.3,center_pivot,0.55
2023-01-28,rice,initial,20.9,9.2,53.6,1.9,11.4,0.0,sandy,11.2,5.4,sprinkler,4.22
2023-01-29,rice,initial,17.0,8.5,73.3,2.3,4.8,0.0,sandy,9.7,5.4,sprinkler,1.32
2023-01-30,rice,initial,11.8,0.2,90.6,1.7,5.8,0.0,sandy,9.1,5.4,sprinkler,0.67
2023-01-31,rice,initial,12.3,4.2,84.7,2.3,7.7,0.0,sandy,8.0,5.4,sprinkler,0.99
2023-02-01,rice,initial,20.8,6.0,74.0,0.7,9.1,0.0,sandy,6.5,5.4,sprinkler,0.62
2023-02-02,rice,initial,18.7,6.1,74.4,3.0,13.5,0.0,sandy,4.3,5.4,sprinkler,0.39
2023-02-03,rice,initial,21.3,9.6,62.8,3.6,8.8,0.0,sandy,3.0,5.4,sprinkler,0.4
2023-02-04,rice,initial,22.1,13.3,92.5,7.9,4.4,12.9,sandy,4.8,5.4,sprinkler,0.0
2023-02-05,rice,initial,19.6,4.3,87.4,3.2,5.5,8.9,sandy,6.1,5.4,sprinkler,0.0
2023-02-06,rice,initial,17.8,3.4,95.0,2.2,2.0,7.5,sandy,6.7,5.4,sprinkler,0.0
2023-02-07,rice,initial,18.8,9.9,67.5,0.9,8.2,0.0,sandy,4.7,5.4,sprinkler,0.19
2023-02-08,rice,initial,21.6,8.9,80.7,1.6,6.4,0.0,sandy,3.0,5.4,sprinkler,0.19
2023-02-09,rice,initial,18.3,6.3,63.1,0.7,10.0,4.0,sandy,3.0,5.4,sprinkler,0.0
2023-02-10,rice,initial,21.7,6.3,78.7,4.1,8.6,0.2,sandy,3.0,5.4,sprinkler,0.07
2023-02-11,rice,initial,20.8,11.3,74.6,1.9,6.4,18.8,sandy,7.1,5.4,sprinkler,0.0
2023-02-12,rice,initial,16.5,1.9,79.9,3.7,4.8,13.3,sandy,10.5,5.4,sprinkler,0.0
2023-02-13,rice,initial,23.0,14.6,79.2,0.4,9.9,0.0,sandy,10.0,5.4,sprinkler,2.4
2023-02-14,rice,initial,13.1,4.3,81.9,2.6,9.6,0.0,sandy,7.8,5.4,sprinkler,1.23
2023-02-15,rice,initial,14.4,1.4,87.0,1.1,13.8,0.0,sandy,5.4,5.4,sprinkler,0.24
2023-02-16,rice,initial,19.6,5.4,56.9,1.2,5.2,0.5,sandy,4.6,5.4,sprinkler,0.0
2023-02-17,rice,initial,18.1,6.2,79.4,2.6,8.9,5.2,sandy,4.9,5.4,sprinkler,0.0
2023-02-18,rice,development,18.2,10.0,66.0,1.2,7.8,0.0,sandy,3.0,5.4,sprinkler,0.25
2023-02-19,rice,development,20.2,9.6,60.8,2.6,7.9,0.0,sandy,3.0,5.4,sprinkler,0.33
2023-02-20,rice,development,26.2,15.8,89.5,1.2,3.7,43.0,sandy,15.1,5.4,sprinkler,0.0
2023-02-21,rice,development,12.2,1.0,77.9,4.0,14.5,0.0,sandy,13.4,5.4,sprinkler,3.04
2023-02-22,rice,development,15.4,3.4,55.9,5.0,10.4,0.0,sandy,12.7,5.4,sprinkler,4.24
2023-02-23,rice,development,16.8,8.2,79.2,0.9,12.6,0.0,sandy,11.2,5.4,sprinkler,3.03
2023-02-24,rice,development,22.3,12.8,79.0,4.5,11.2,0.0,sandy,8.8,5.4,sprinkler,3.2
2023-02-25,rice,development,18.8,9.1,58.7,2.4,5.0,0.0,sandy,7.2,5.4,sprinkler,1.16
2023-02-26,rice,development,18.4,5.8,65.8,3.0,13.6,0.0,sandy,5.6,5.4,sprinkler,0.52
2023-02-27,rice,development,19.7,8.9,57.0,2.3,6.8,1.8,sandy,5.4,5.4,sprinkler,0.0
2023-02-28,rice,development,22.2,7.1,86.5,2.9,5.8,5.8,sandy,5.2,5.4,sprinkler,0.0
2023-03-01,rice,development,24.4,13.4,77.3,6.3,10.6,0.0,sandy,3.0,5.4,sprinkler,0.44
2023-03-02,rice,development,17.0,4.4,57.8,3.9,11.2,0.0,sandy,3.0,5.4,sprinkler,0.48
2023-03-03,rice,development,19.7,4.7,74.1,4.7,14.8,0.0,sandy,3.0,5.4,sprinkler,0.48
2023-03-04,rice,development,21.5,10.2,59.6,1.0,14.3,0.0,sandy,3.0,5.4,sprinkler,0.47
2023-03-05,rice,development,22.0,10.8,60.5,1.9,6.0,0.0,sandy,3.0,5.4,sprinkler,0.27
2023-03-06,rice,development,21.1,8.0,59.4,4.4,8.2,0.0,sandy,3.0,5.4,sprinkler,0.53
2023-03-07,rice,development,22.7,11.9,65.7,7.2,10.2,0.0,sandy,3.0,5.4,sprinkler,0.57
2023-03-08,rice,development,22.6,12.1,66.3,0.7,13.7,0.0,sandy,3.0,5.4,sprinkler,0.39
2023-03-09,rice,development,23.9,9.0,63.5,0.8,15.5,0.0,sandy,3.0,5.4,sprinkler,0.38
2023-03-10,rice,development,26.7,17.9,72.5,2.3,9.0,0.0,sandy,3.0,5.4,sprinkler,0.36
2023-03-11,rice,development,21.2,11.5,63.9,1.1,12.3,0.0,sandy,3.0,5.4,sprinkler,0.37
2023-03-12,rice,development,22.8,9.9,63.9,3.7,16.1,0.7,sandy,3.0,5.4,sprinkler,0.0
2023-03-13,rice,development,25.7,15.0,58.2,3.7,19.1,0.0,sandy,3.0,5.4,sprinkler,0.81
2023-03-14,rice,development,20.5,7.3,85.9,4.4,7.5,8.6,sandy,4.0,5.4,sprinkler,0.0
2023-03-15,rice,development,21.3,9.4,58.0,3.9,19.1,0.0,sandy,3.0,5.4,sprinkler,0.78
2023-03-16,rice,development,26.6,16.9,64.0,0.6,11.9,0.0,sandy,3.0,5.4,sprinkler,0.37
2023-03-17,rice,development,27.2,16.9,67.9,3.6,13.9,0.0,sandy,3.0,5.4,sprinkler,0.66
2023-03-18,rice,development,24.8,9.5,61.1,3.1,15.6,0.0,sandy,3.0,5.4,sprinkler,0.67
2023-03-19,rice,development,21.5,9.6,59.0,1.7,17.1,0.0,sandy,3.0,5.4,sprinkler,0.51
2023-03-20,rice,development,25.4,15.4,53.7,3.0,11.6,0.0,sandy,3.0,5.4,sprinkler,0.58
2023-03-21,rice,development,25.7,15.0,42.0,1.2,18.8,0.0,sandy,3.0,5.4,sprinkler,0.65
2023-03-22,rice,development,28.5,17.3,46.1,2.5,19.3,0.0,sandy,3.0,5.4,sprinkler,0.87
2023-03-23,rice,development,27.0,17.8,53.7,3.6,17.9,0.0,sandy,3.0,5.4,sprinkler,0.74
2023-03-24,rice,development,29.0,13.3,61.0,1.4,13.0,0.0,sandy,3.0,5.4,sprinkler,0.48
2023-03-25,rice,mid_season,29.3,15.6,82.5,1.2,8.7,6.7,sandy,3.0,5.4,sprinkler,0.0
2023-03-26,rice,mid_season,19.3,6.2,60.5,5.5,9.9,61.6,sandy,18.0,5.4,sprinkler,0.0
2023-03-27,rice,mid_season,23.9,15.4,50.1,1.5,17.7,0.0,sandy,16.1,5.4,sprinkler,6.54
2023-03-28,rice,mid_season,28.3,16.5,74.3,2.1,11.6,0.0,sandy,14.1,5.4,sprinkler,5.19
2023-03-29,rice,mid_season,27.7,12.5,61.6,4.7,14.1,0.0,sandy,13.3,5.4,sprinkler,7.35
2023-03-30,rice,mid_season,25.0,14.6,70.2,1.0,20.4,0.0,sandy,11.5,5.4,sprinkler,7.08
2023-03-31,rice,mid_season,27.0,17.8,36.3,0.9,17.7,0.0,sandy,10.1,5.4,sprinkler,7.76
2023-04-01,rice,mid_season,22.7,7.9,87.5,2.6,16.0,0.0,sandy,9.1,5.4,sprinkler,4.21
2023-04-02,rice,mid_season,20.4,11.6,56.3,3.6,16.2,0.0,sandy,7.1,5.4,sprinkler,2.94
2023-04-03,rice,mid_season,27.3,15.1,56.7,3.5,12.3,0.0,sandy,5.2,5.4,sprinkler,0.7
2023-04-04,rice,mid_season,29.6,17.7,70.9,2.2,13.7,0.0,sandy,4.5,5.4,sprinkler,0.48
2023-04-05,rice,mid_season,22.3,8.0,63.7,4.8,14.4,0.0,sandy,3.0,5.4,sprinkler,0.63
2023-04-06,rice,mid_season,30.4,22.1,41.9,3.1,17.9,3.9,sandy,3.0,5.4,sprinkler,0.0
2023-04-07,rice,mid_season,29.5,16.8,65.0,5.0,22.3,0.0,sandy,3.0,5.4,sprinkler,1.07
2023-04-08,rice,mid_season,28.5,15.6,48.1,3.6,16.6,0.0,sandy,3.0,5.4,sprinkler,1.02
2023-04-09,rice,mid_season,25.7,16.0,31.7,2.2,18.4,0.0,sandy,3.0,5.4,sprinkler,0.96
2023-04-10,rice,mid_season,24.1,13.9,48.9,4.9,24.5,0.0,sandy,3.0,5.4,sprinkler,1.08
2023-04-11,rice,mid_season,27.3,14.5,79.5,2.5,17.2,0.0,sandy,3.0,5.4,sprinkler,0.6
2023-04-12,rice,mid_season,28.3,14.7,66.2,1.2,18.0,0.0,sandy,3.0,5.4,sprinkler,0.66
2023-04-13,rice,mid_season,23.7,12.4,60.5,2.2,17.7,2.6,sandy,3.0,5.4,sprinkler,0.0
2023-04-14,rice,mid_season,28.7,12.9,61.8,3.0,20.4,0.0,sandy,3.0,5.4,sprinkler,0.86
2023-04-15,rice,mid_season,21.6,13.3,47.3,5.0,14.7,0.0,sandy,3.0,5.4,sprinkler,0.8
2023-04-16,rice,mid_season,31.5,21.4,58.3,2.7,19.0,0.0,sandy,3.0,5.4,sprinkler,1.03
2023-04-17,rice,mid_season,31.1,18.3,62.1,1.8,14.2,0.0,sandy,3.0,5.4,sprinkler,0.62
2023-04-18,rice,mid_season,31.3,21.9,44.8,6.1,20.0,0.0,sandy,3.0,5.4,sprinkler,1.52
2023-04-19,rice,mid_season,32.7,19.8,60.3,0.8,16.9,0.0,sandy,3.0,5.4,sprinkler,0.67
2023-04-20,rice,mid_season,26.5,13.0,62.1,1.7,22.7,0.0,sandy,3.0,5.4,sprinkler,0.82
2023-04-21,rice,mid_season,32.2,18.7,54.2,6.8,22.0,0.0,sandy,3.0,5.4,sprinkler,1.24
2023-04-22,rice,mid_season,29.9,15.1,49.8,3.6,22.1,0.0,sandy,3.0,5.4,sprinkler,1.1
2023-04-23,rice,mid_season,31.5,20.0,40.1,4.8,16.1,0.0,sandy,3.0,5.4,sprinkler,1.22
2023-04-24,rice,mid_season,35.3,26.7,57.8,2.4,12.0,16.8,sandy,5.7,5.4,sprinkler,0.0
2023-04-25,rice,mid_season,27.2,17.7,29.3,0.5,20.7,0.0,sandy,4.4,5.4,sprinkler,0.8
2023-04-26,rice,mid_season,31.3,16.1,41.6,1.5,18.1,0.0,sandy,3.1,5.4,sprinkler,0.89
2023-04-27,rice,mid_season,30.8,16.4,53.1,4.3,8.0,12.8,sandy,5.2,5.4,sprinkler,0.0
2023-04-28,rice,mid_season,34.7,18.8,46.2,1.1,19.8,0.0,sandy,4.5,5.4,sprinkler,0.9
2023-04-29,rice,mid_season,37.9,29.5,34.3,2.0,20.8,0.0,sandy,3.0,5.4,sprinkler,1.29
2023-04-30,rice,mid_season,27.9,17.7,63.3,6.3,22.3,0.0,sandy,3.0,5.4,sprinkler,1.06
2023-05-01,rice,mid_season,31.1,22.7,62.9,6.4,15.0,0.0,sandy,3.0,5.4,sprinkler,0.9
2023-05-02,rice,mid_season,30.7,20.0,56.4,1.8,18.2,0.0,sandy,3.0,5.4,sprinkler,0.77
2023-05-03,rice,mid_season,34.6,20.9,45.0,2.3,24.5,0.0,sandy,3.0,5.4,sprinkler,1.21
2023-05-04,rice,mid_season,35.6,21.5,65.0,1.2,24.9,0.0,sandy,3.0,5.4,sprinkler,0.87
2023-05-05,rice,mid_season,34.5,19.4,63.0,3.7,11.3,9.6,sandy,4.8,5.4,sprinkler,0.0
2023-05-06,rice,mid_season,33.7,22.5,41.7,12.0,21.9,0.0,sandy,3.2,5.4,sprinkler,1.62
2023-05-07,rice,mid_season,31.3,18.3,56.4,0.8,15.2,8.4,sandy,3.7,5.4,sprinkler,0.0
2023-05-08,rice,mid_season,36.9,27.1,46.2,3.8,22.3,0.0,sandy,3.0,5.4,sprinkler,1.36
2023-05-09,rice,mid_season,32.4,24.3,61.2,1.3,21.3,2.5,sandy,3.1,5.4,sprinkler,0.0
2023-05-10,rice,mid_season,33.7,22.6,45.9,0.8,22.3,0.0,sandy,3.0,5.4,sprinkler,0.85
2023-05-11,rice,mid_season,33.5,20.4,72.4,2.7,10.6,7.0,sandy,4.1,5.4,sprinkler,0.0
2023-05-12,rice,mid_season,37.8,27.3,38.5,0.7,25.0,0.0,sandy,3.0,5.4,sprinkler,1.15
2023-05-13,rice,late_season,34.5,23.7,60.2,1.5,22.0,0.0,sandy,3.0,5.4,sprinkler,0.8
2023-05-14,rice,late_season,31.1,19.0,49.5,5.1,25.6,0.6,sandy,3.0,5.4,sprinkler,0.35
2023-05-15,rice,late_season,30.0,19.8,47.1,3.5,25.3,0.0,sandy,3.0,5.4,sprinkler,1.04
2023-05-16,rice,late_season,31.4,19.0,51.9,3.7,22.9,0.0,sandy,3.0,5.4,sprinkler,0.89
2023-05-17,rice,late_season,35.6,20.0,51.4,5.3,21.6,0.0,sandy,3.0,5.4,sprinkler,1.08
2023-05-18,rice,late_season,28.9,19.5,55.4,1.6,24.0,0.0,sandy,3.0,5.4,sprinkler,0.67
2023-05-19,rice,late_season,36.9,22.4,40.8,1.1,20.1,0.0,sandy,3.0,5.4,sprinkler,0.81
2023-05-20,rice,late_season,38.2,26.4,46.6,0.9,27.2,0.0,sandy,3.0,5.4,sprinkler,0.86
2023-05-21,rice,late_season,30.4,20.1,36.0,2.6,25.1,0.0,sandy,3.0,5.4,sprinkler,0.97
2023-05-22,rice,late_season,36.0,27.3,86.6,2.0,11.2,18.2,sandy,8.0,5.4,sprinkler,0.0
2023-05-23,rice,late_season,40.5,30.4,32.3,1.0,19.5,0.0,sandy,5.8,5.4,sprinkler,1.36
2023-05-24,rice,late_season,35.8,22.5,32.8,1.8,23.7,0.0,sandy,4.1,5.4,sprinkler,0.87
2023-05-25,rice,late_season,32.2,23.8,58.6,3.2,23.6,0.0,sandy,3.0,5.4,sprinkler,0.91
2023-05-26,rice,late_season,37.4,25.8,43.9,5.8,23.3,0.0,sandy,3.0,5.4,sprinkler,1.46
2023-05-27,rice,late_season,36.2,21.8,55.9,3.5,16.1,36.2,sandy,11.8,5.4,sprinkler,0.0
2022-01-08,tomato,initial,17.9,2.0,95.0,3.1,1.9,8.3,clay,30.1,21.4,center_pivot,0.0
2022-01-09,tomato,initial,12.7,-0.7,87.6,3.1,4.0,1.2,clay,29.2,21.4,center_pivot,0.0
2022-01-10,tomato,initial,14.0,-1.1,84.2,0.6,10.3,0.0,clay,27.1,21.4,center_pivot,0.54
2022-01-11,tomato,initial,16.2,6.8,91.2,0.3,4.9,15.4,clay,30.3,21.4,center_pivot,0.0
2022-01-12,tomato,initial,19.3,8.3,86.6,2.2,8.5,0.0,clay,29.4,21.4,center_pivot,0.79
2022-01-13,tomato,initial,12.4,-2.0,89.5,4.9,7.5,9.5,clay,29.9,21.4,center_pivot,0.0
2022-01-14,tomato,initial,18.4,9.2,66.4,2.0,4.0,0.0,clay,28.1,21.4,center_pivot,0.59
2022-01-15,tomato,initial,13.4,3.8,92.0,1.0,2.3,7.8,clay,29.2,21.4,center_pivot,0.0
2022-01-16,tomato,initial,17.0,1.6,85.6,4.4,2.7,5.5,clay,30.0,21.4,center_pivot,0.0
2022-01-17,tomato,initial,19.9,10.8,95.0,2.6,9.1,0.0,clay,28.9,21.4,center_pivot,0.76
2022-01-18,tomato,initial,18.9,6.9,67.9,4.4,6.1,0.0,clay,26.6,21.4,center_pivot,0.77
2022-01-19,tomato,initial,18.9,3.8,79.7,3.5,10.6,0.0,clay,25.0,21.4,center_pivot,0.48
2022-01-20,tomato,initial,21.4,6.5,65.3,3.4,8.2,0.2,clay,23.4,21.4,center_pivot,0.07
2022-01-21,tomato,initial,17.3,1.6,77.5,2.7,7.7,27.5,clay,29.2,21.4,center_pivot,0.0
2022-01-22,tomato,initial,17.5,7.1,72.6,4.7,10.7,0.0,clay,27.4,21.4,center_pivot,0.95
2022-01-23,tomato,initial,25.1,12.5,90.8,3.4,8.3,0.0,clay,26.3,21.4,center_pivot,0.48
2022-01-24,tomato,initial,20.6,10.9,86.7,3.8,6.0,0.0,clay,24.0,21.4,center_pivot,0.2
2022-01-25,tomato,initial,15.1,1.8,61.0,4.1,6.3,1.8,clay,23.6,21.4,center_pivot,0.0
2022-01-26,tomato,initial,17.0,1.9,95.0,1.7,4.5,21.9,clay,29.4,21.4,center_pivot,0.0
2022-01-27,tomato,initial,12.9,-2.0,68.0,3.1,6.5,0.0,clay,27.2,21.4,center_pivot,0.61
2022-01-28,tomato,initial,12.8,-1.7,72.8,3.0,3.3,8.4,clay,28.7,21.4,center_pivot,0.0
2022-01-29,tomato,development,17.8,3.9,93.8,3.5,7.6,0.0,clay,27.1,21.4,center_pivot,0.49
2022-01-30,tomato,development,17.4,3.8,95.0,1.1,7.6,0.0,clay,25.6,21.4,center_pivot,0.32
2022-01-31,tomato,development,14.7,2.1,78.4,1.9,4.0,0.0,clay,24.8,21.4,center_pivot,0.24
2022-02-01,tomato,development,15.9,1.8,77.3,3.9,6.4,0.0,clay,22.5,21.4,center_pivot,0.15
2022-02-02,tomato,development,17.6,8.9,72.6,3.3,15.4,0.0,clay,20.9,21.4,center_pivot,0.31
2022-02-03,tomato,development,18.6,8.0,82.1,0.3,4.0,0.0,clay,20.3,21.4,center_pivot,0.03
2022-02-04,tomato,development,17.5,2.8,86.7,1.8,5.7,5.6,clay,21.0,21.4,center_pivot,0.0
2022-02-05,tomato,development,15.8,5.1,77.7,2.1,12.8,0.0,clay,20.0,21.4,center_pivot,0.21
2022-02-06,tomato,development,13.8,1.7,66.2,1.2,8.1,0.0,clay,20.0,21.4,center_pivot,0.17
2022-02-07,tomato,development,16.8,2.9,76.9,1.0,9.0,0.0,clay,20.0,21.4,center_pivot,0.14
2022-02-08,tomato,development,25.5,16.9,73.6,1.4,10.1,0.0,clay,20.0,21.4,center_pivot,0.24
2022-02-09,tomato,development,18.4,8.0,66.3,2.2,4.8,0.0,clay,20.0,21.4,center_pivot,0.16
2022-02-10,tomato,development,13.7,2.5,84.6,4.3,11.3,0.0,clay,20.0,21.4,center_pivot,0.15
2022-02-11,tomato,development,20.3,11.3,80.9,6.9,4.6,18.9,clay,24.6,21.4,center_pivot,0.0
2022-02-12,tomato,development,18.9,4.5,64.8,2.4,9.0,0.0,clay,23.4,21.4,center_pivot,0.34
2022-02-13,tomato,development,14.5,6.3,65.8,0.6,10.3,0.0,clay,22.2,21.4,center_pivot,0.19
2022-02-14,tomato,development,12.5,-2.0,63.8,2.7,7.7,0.0,clay,21.7,21.4,center_pivot,0.19
2022-02-15,tomato,development,18.2,2.9,72.3,2.6,9.4,4.6,clay,20.9,21.4,center_pivot,0.0
2022-02-16,tomato,development,17.9,9.7,83.9,6.6,6.9,36.2,clay,29.7,21.4,center_pivot,0.0
2022-02-17,tomato,development,11.5,-0.3,79.6,5.5,7.9,0.0,clay,27.7,21.4,center_pivot,0.81
2022-02-18,tomato,development,16.5,6.8,51.5,5.3,8.9,0.0,clay,25.8,21.4,center_pivot,1.19
2022-02-19,tomato,development,16.0,4.7,77.4,1.6,9.6,0.0,clay,24.6,21.4,center_pivot,0.42
2022-02-20,tomato,development,24.8,15.4,69.0,3.6,10.0,0.0,clay,23.4,21.4,center_pivot,0.47
2022-02-21,tomato,development,23.2,15.0,94.7,7.5,6.0,7.5,clay,24.2,21.4,center_pivot,0.0
2022-02-22,tomato,development,19.0,6.2,53.3,1.7,12.0,4.9,clay,25.0,21.4,center_pivot,0.0
2022-02-23,tomato,development,23.6,12.8,71.4,1.1,11.0,0.7,clay,24.1,21.4,center_pivot,0.0
2022-02-24,tomato,development,22.7,7.5,68.1,1.1,14.7,0.0,clay,22.6,21.4,center_pivot,0.3
2022-02-25,tomato,development,17.0,2.1,69.5,1.7,11.1,0.0,clay,21.8,21.4,center_pivot,0.21
2022-02-26,tomato,development,14.7,3.3,64.8,2.2,14.7,0.0,clay,20.0,21.4,center_pivot,0.26
2022-02-27,tomato,development,22.5,14.5,86.1,1.6,9.9,0.0,clay,20.0,21.4,center_pivot,0.19
2022-02-28,tomato,development,17.5,7.4,88.0,4.5,7.1,7.1,clay,21.5,21.4,center_pivot,0.0
2022-03-01,tomato,development,21.8,11.1,46.4,0.8,12.5,0.0,clay,20.0,21.4,center_pivot,0.28
2022-03-02,tomato,development,23.4,7.6,61.8,1.8,9.7,0.0,clay,20.0,21.4,center_pivot,0.29
2022-03-03,tomato,development,19.3,7.2,57.5,3.5,16.7,0.0,clay,20.0,21.4,center_pivot,0.38
2022-03-04,tomato,development,18.1,2.9,82.0,5.5,3.3,9.3,clay,21.0,21.4,center_pivot,0.0
2022-03-05,tomato,mid_season,19.9,5.6,73.3,2.0,13.1,0.0,clay,20.1,21.4,center_pivot,0.34
2022-03-06,tomato,mid_season,19.3,6.7,86.7,1.9,16.1,0.0,clay,20.0,21.4,center_pivot,0.42
2022-03-07,tomato,mid_season,20.9,12.5,66.0,3.2,9.1,20.3,clay,25.4,21.4,center_pivot,0.0
2022-03-08,tomato,mid_season,24.3,8.4,80.0,4.4,16.7,0.0,clay,23.9,21.4,center_pivot,0.93
2022-03-09,tomato,mid_season,18.0,3.2,61.0,1.4,9.8,0.0,clay,22.7,21.4,center_pivot,0.27
2022-03-10,tomato,mid_season,21.8,8.1,53.3,5.7,11.5,0.0,clay,21.2,21.4,center_pivot,0.7
2022-03-11,tomato,mid_season,19.8,10.4,79.5,0.6,12.7,0.0,clay,20.0,21.4,center_pivot,0.32
2022-03-12,tomato,mid_season,20.1,5.1,68.3,1.4,15.9,0.0,clay,20.0,21.4,center_pivot,0.42
2022-03-13,tomato,mid_season,21.7,6.4,71.3,2.3,14.8,0.0,clay,20.0,21.4,center_pivot,0.48
2022-03-14,tomato,mid_season,26.4,16.1,71.9,1.8,13.0,0.0,clay,20.0,21.4,center_pivot,0.5
2022-03-15,tomato,mid_season,22.8,12.6,73.6,2.0,9.2,0.0,clay,20.0,21.4,center_pivot,0.34
2022-03-16,tomato,mid_season,20.8,9.1,71.2,1.3,13.6,0.0,clay,20.0,21.4,center_pivot,0.38
2022-03-17,tomato,mid_season,22.9,7.9,61.0,4.8,12.1,0.0,clay,20.0,21.4,center_pivot,0.63
2022-03-18,tomato,mid_season,22.2,11.2,56.3,2.3,15.3,0.0,clay,20.0,21.4,center_pivot,0.61
2022-03-19,tomato,mid_season,21.3,10.9,58.3,3.6,11.1,0.0,clay,20.0,21.4,center_pivot,0.43
2022-03-20,tomato,mid_season,23.1,14.3,48.7,8.5,16.4,0.0,clay,20.0,21.4,center_pivot,1.11
2022-03-21,tomato,mid_season,19.8,6.0,65.0,3.5,12.4,0.0,clay,20.0,21.4,center_pivot,0.49
2022-03-22,tomato,mid_season,22.7,10.1,51.8,2.7,7.7,0.0,clay,20.0,21.4,center_pivot,0.55
2022-03-23,tomato,mid_season,26.9,14.5,49.5,1.7,17.3,0.0,clay,20.0,21.4,center_pivot,0.66
2022-03-24,tomato,mid_season,22.2,9.8,55.5,1.3,10.5,0.0,clay,20.0,21.4,center_pivot,0.42
2022-03-25,tomato,mid_season,27.4,16.0,43.5,4.7,15.5,0.0,clay,20.0,21.4,center_pivot,0.99
2022-03-26,tomato,mid_season,24.8,11.4,68.7,3.6,13.4,0.0,clay,20.0,21.4,center_pivot,0.6
2022-03-27,tomato,mid_season,24.4,14.0,52.0,0.8,6.1,7.3,clay,20.0,21.4,center_pivot,0.0
2022-03-28,tomato,mid_season,24.3,11.0,52.2,1.0,14.9,0.0,clay,20.0,21.4,center_pivot,0.49
2022-03-29,tomato,mid_season,25.2,14.5,62.7,2.9,15.3,0.0,clay,20.0,21.4,center_pivot,0.6
2022-03-30,tomato,mid_season,31.9,22.1,50.5,1.8,6.7,26.9,clay,27.2,21.4,center_pivot,0.0
